iter	x	y	new
0	0.79058837890625	0.029815673828125	0
0	0.92877197265625	0.28961181640625	0
0	0.810943603515625	0.60491943359375	0
0	0.140625	0.305389404296875	0
0	0.4208984375	0.968963623046875	0
0	0.968658447265625	0.5550537109375	0
0	0.988250732421875	0.765228271484375	0
0	0.7431640625	0.766876220703125	0
0	0.670379638671875	0.994659423828125	0
0	0.5419921875	0.965789794921875	0
0	0.117584228515625	0.031036376953125	0
0	0.769622802734375	0.86065673828125	0
0	0.936065673828125	0.35699462890625	0
0	0.574310302734375	0.71807861328125	0
0	0.6920166015625	0.676910400390625	0
0	0.134429931640625	0.628387451171875	0
0	0.73779296875	0.563018798828125	0
0	0.3450927734375	0.570892333984375	0
0	0.641845703125	0.291046142578125	0
0	0.9364013671875	0.1839599609375	0
0	0.503173828125	0.021331787109375	0
0	0.554534912109375	0.646514892578125	0
0	0.93206787109375	0.982269287109375	0
0	0.837310791015625	0.577056884765625	0
0	0.977783203125	0.811492919921875	0
0	0.014617919921875	0.35650634765625	0
0	0.78515625	0.7120361328125	0
0	0.066009521484375	0.781280517578125	0
0	0.26043701171875	0.578643798828125	0
0	0.96575927734375	0.452362060546875	0
0	0.5286865234375	0.75152587890625	0
0	0.047332763671875	0.807403564453125	0
0	0.463134765625	0.552978515625	0
0	0.01812744140625	0.201263427734375	0
0	0.068023681640625	0.263641357421875	0
0	0.655853271484375	0.941802978515625	0
0	0.996429443359375	0.6943359375	0
0	0.71795654296875	0.68701171875	0
0	0.98388671875	0.010009765625	0
0	0.09490966796875	0.109619140625	0
0	0.479461669921875	0.961700439453125	0
0	0.739166259765625	0.23565673828125	0
0	0.255126953125	0.183074951171875	0
0	0.4005126953125	0.363006591796875	0
0	0.275146484375	0.70770263671875	0
0	0.699554443359375	0.966339111328125	0
0	0.606292724609375	0.36309814453125	0
0	0.570159912109375	0.49456787109375	0
0	0.650360107421875	0.19818115234375	0
0	0.60235595703125	0.467132568359375	0
0	0.480316162109375	0.600128173828125	0
0	0.316864013671875	0.775482177734375	0
0	0.561004638671875	0.25677490234375	0
0	0.90252685546875	0.595703125	0
0	0.63616943359375	0.6212158203125	0
0	0.44793701171875	0.818878173828125	0
0	0.062286376953125	0.03436279296875	0
0	0.198272705078125	0.405181884765625	0
0	0.37152099609375	0.16217041015625	0
0	0.8690185546875	0.56805419921875	0
0	0.343780517578125	0.903533935546875	0
0	0.547393798828125	0.194854736328125	0
0	0.370391845703125	0.424896240234375	0
0	0.212921142578125	0.40985107421875	0
0	0.389617919921875	0.478363037109375	0
0	0.408599853515625	0.686126708984375	0
0	0.17584228515625	0.6591796875	0
0	0.09344482421875	0.41278076171875	0
0	0.263641357421875	0.75872802734375	0
0	0.208099365234375	0.32305908203125	0
0	0.287567138671875	0.869781494140625	0
0	0.9844970703125	0.690460205078125	0
0	0.01953125	0.399810791015625	0
0	0.530914306640625	0.698333740234375	0
0	0.884552001953125	0.64862060546875	0
0	0.723785400390625	0.88983154296875	0
0	0.236083984375	0.10687255859375	0
0	0.937225341796875	0.103973388671875	0
0	0.172821044921875	0.131561279296875	0
0	0.641845703125	0.804443359375	0
0	0.177215576171875	0.154541015625	0
0	0.403900146484375	0.20709228515625	0
0	0.358001708984375	0.08062744140625	0
0	0.315948486328125	0.112701416015625	0
0	0.5771484375	0.03143310546875	0
0	0.390777587890625	0.850738525390625	0
0	0.243011474609375	0.090972900390625	0
0	0.948944091796875	0.241180419921875	0
0	0.0506591796875	0.209716796875	0
0	0.532196044921875	0.979644775390625	0
0	0.450714111328125	0.922882080078125	0
0	0.373199462890625	0.35296630859375	0
0	0.12811279296875	0.03961181640625	0
0	0.95330810546875	0.69097900390625	0
0	0.2716064453125	0.958892822265625	0
0	0.679473876953125	0.4608154296875	0
0	0.915740966796875	0.768890380859375	0
0	0.211517333984375	0.410186767578125	0
0	0.136383056640625	0.785675048828125	0
0	0.470947265625	0.66552734375	0
0	0.3807373046875	0.687469482421875	0
0	0.862884521484375	0.19171142578125	0
0	0.71368408203125	0.901214599609375	0
0	0.741943359375	0.5191650390625	0
0	0.261322021484375	0.39691162109375	0
0	0.653564453125	0.144866943359375	0
0	0.632781982421875	0.546783447265625	0
0	0.381988525390625	0.513397216796875	0
0	0.60211181640625	0.204925537109375	0
0	0.33612060546875	0.984466552734375	0
0	0.8310546875	0.6639404296875	0
0	0.304595947265625	0.6927490234375	0
0	0.9140625	0.644927978515625	0
0	0.11102294921875	0.706756591796875	0
0	0.52685546875	0.976654052734375	0
0	0.201263427734375	0.392822265625	0
0	0.95977783203125	0.12066650390625	0
0	0.693084716796875	0.390167236328125	0
0	0.817047119140625	0.198211669921875	0
0	0.920379638671875	0.103759765625	0
0	0.163543701171875	0.675506591796875	0
0	0.002685546875	0.1209716796875	0
0	0.89971923828125	0.363311767578125	0
0	0.4710693359375	0.458282470703125	0
0	0.6466064453125	0.887237548828125	0
0	0.482391357421875	0.044219970703125	0
0	0.9217529296875	0.28509521484375	0
0	0.652130126953125	0.34515380859375	0
0	0.887237548828125	0.887420654296875	0
0	0.038238525390625	0.539459228515625	0
0	0.451568603515625	0.13726806640625	0
0	0.30596923828125	0.147369384765625	0
0	0.00592041015625	0.506011962890625	0
0	0.606170654296875	0.521514892578125	0
0	0.5767822265625	0.160919189453125	0
0	0.1973876953125	0.10552978515625	0
0	0.675506591796875	0.540863037109375	0
0	0.34344482421875	0.866241455078125	0
0	0.62677001953125	0.4967041015625	0
0	0.5177001953125	0.805999755859375	0
0	0.656402587890625	0.1522216796875	0
0	0.445068359375	0.961334228515625	0
0	0.52044677734375	0.14190673828125	0
0	0.013427734375	0.79425048828125	0
0	0.95660400390625	0.382293701171875	0
0	0.58514404296875	0.382171630859375	0
0	0.738861083984375	0.032379150390625	0
0	0.7403564453125	0.31317138671875	0
0	0.617095947265625	0.79986572265625	0
0	0.9832763671875	0.692474365234375	0
0	0.922760009765625	0.249542236328125	0
0	0.442352294921875	0.166351318359375	0
0	0.1217041015625	0.26959228515625	0
0	0.0960693359375	0.370147705078125	0
0	0.095458984375	0.3525390625	0
0	0.555267333984375	0.706207275390625	0
0	0.432464599609375	0.8468017578125	0
0	0.933441162109375	0.858123779296875	0
0	0.510284423828125	0.835205078125	0
0	0.835968017578125	0.947540283203125	0
0	0.6497802734375	0.796844482421875	0
0	3.0517578125e-005	0.739990234375	0
0	0.12335205078125	0.708099365234375	0
0	0.61602783203125	0.8055419921875	0
0	0.29742431640625	0.739715576171875	0
0	0.86175537109375	0.04095458984375	0
